ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
EP071960,           HYACINTH,19601022,0,  , HU,19.7N,106.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071960,           HYACINTH,19601022,600,  , HU,20.9N,107.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071960,           HYACINTH,19601022,1200,  , HU,21.9N,107.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071960,           HYACINTH,19601022,1800,  , EX,22.4N,107.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071960,           HYACINTH,19601023,0,  , EX,22.8N,107.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071960,           HYACINTH,19601023,600,  , EX,23.1N,107.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071960,           HYACINTH,19601023,1200,  , EX,23.4N,107.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610609,1200,  , HU,13.5N,100.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610609,1800,  , HU,14.0N,100.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610610,0,  , HU,14.6N,101.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610610,600,  , HU,15.3N,101.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610610,1200,  , HU,16.0N,101.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610610,1800,  , HU,16.8N,102.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610611,0,  , HU,17.6N,102.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610611,600,  , EX,18.7N,101.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610611,1200,  , EX,19.8N,101.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610611,1800,  , EX,20.5N,100.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011961,                IVA,19610612,0,  , LO,20.8N,99.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610710,1200,  , TS,16.7N,112.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610710,1800,  , TS,16.8N,112.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610711,0,  , TS,16.8N,113.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610711,600,  , TS,16.8N,113.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610711,1200,  , TS,16.7N,114.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610711,1800,  , TS,16.6N,115.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610712,0,  , TS,16.6N,115.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610712,600,  , TS,16.5N,116.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021961,             JOANNE,19610712,1200,  , TS,16.3N,117.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610714,1200,  , TS,16.7N,107.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610714,1800,  , TS,16.7N,107.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610715,0,  , TS,16.6N,108.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610715,600,  , TS,16.5N,108.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610715,1200,  , TS,16.4N,109.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610715,1800,  , TS,16.3N,110.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031961,           KATHLEEN,19610716,0,  , TS,16.2N,110.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610715,0,  , TS,14.3N,98.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610715,600,  , TS,14.7N,99.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610715,1200,  , TS,15.1N,101.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610715,1800,  , TS,15.6N,103.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610716,0,  , TS,16.1N,104.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610716,600,  , TS,16.6N,106.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610716,1200,  , TS,17.1N,108.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610716,1800,  , TS,17.9N,109.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610717,0,  , TS,18.6N,111.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610717,600,  , TS,18.9N,112.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610717,1200,  , TS,19.1N,113.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610717,1800,  , TS,19.2N,114.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610718,0,  , TS,19.4N,116.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610718,600,  , TS,19.7N,117.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610718,1200,  , TS,20.1N,117.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610718,1800,  , TS,20.9N,118.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610719,0,  , TS,21.9N,119.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610719,600,  , TS,23.0N,120.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041961,               LIZA,19610719,1200,  , TS,24.3N,120.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610804,0,  , TS,17.3N,115.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610804,600,  , TS,17.2N,116.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610804,1200,  , TS,17.2N,117.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610804,1800,  , TS,17.4N,118.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610805,0,  , TS,17.7N,119.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610805,600,  , TS,17.8N,119.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051961,              NAOMI,19610805,1200,  , TS,17.9N,119.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610906,1200,  , TS,17.3N,112.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610906,1800,  , TS,17.8N,112.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610907,0,  , TS,18.4N,112.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610907,600,  , TS,18.9N,113.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610907,1200,  , TS,19.4N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610907,1800,  , TS,19.9N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610908,0,  , TS,20.5N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610908,600,  , TS,21.1N,113.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610908,1200,  , TS,21.7N,113.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610908,1800,  , TS,22.3N,113.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610909,0,  , TS,22.8N,113.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610909,600,  , TS,23.4N,113.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610909,1200,  , TS,24.0N,114.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610909,1800,  , TS,24.5N,114.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610910,0,  , TS,25.0N,114.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610910,600,  , TS,25.6N,114.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610910,1200,  , TS,26.2N,115.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610910,1800,  , TS,26.8N,115.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061961,               ORLA,19610911,0,  , TS,27.3N,115.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071961,            PAULINE,19611003,0,  , TS,21.3N,137.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071961,            PAULINE,19611003,600,  , TS,21.6N,139.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071961,            PAULINE,19611003,1200,  , TS,22.1N,140.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071961,            PAULINE,19611003,1800,  , TS,22.7N,141.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP071961,            PAULINE,19611004,0,  , TS,23.4N,142.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP081961,            REBECCA,19611003,1200,  , TS,12.3N,125.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP081961,            REBECCA,19611003,1800,  , TS,12.8N,126.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP081961,            REBECCA,19611004,0,  , TS,13.3N,128.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP081961,            REBECCA,19611004,600,  , TS,13.9N,129.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP081961,            REBECCA,19611004,1200,  , TS,14.6N,131.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611101,600,  , TD,14.0N,92.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611101,1200,  , TD,13.9N,93.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611101,1800,  , TS,14.3N,94.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611102,0,  , TS,15.0N,95.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611102,600,  , TD,15.8N,95.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611102,1200,  , TD,16.6N,95.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611102,1800,  , TD,17.2N,95.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611103,0,  , TD,17.6N,95.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611103,600,  , TD,18.0N,95.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP091961,             SIMONE,19611103,1200,  , TD,18.6N,94.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611110,0,  , HU,14.6N,103.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611110,600,  , HU,14.7N,103.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611110,1200,  , HU,15.0N,104.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611110,1800,  , HU,15.4N,104.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611111,0,  , HU,15.9N,103.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611111,600,  , HU,15.9N,102.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611111,1200,  , HU,16.2N,101.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611111,1800,  , HU,16.6N,101.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611112,0,  , HU,17.2N,101.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611112,600,  , HU,18.0N,101.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP101961,               TARA,19611112,1200,  , HU,18.8N,101.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620624,0,  , HU,16.6N,103.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620624,600,  , HU,17.4N,104.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620624,1200,  , HU,18.2N,105.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620624,1800,  , HU,19.0N,105.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620625,0,  , HU,19.8N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620625,600,  , HU,20.8N,106.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620625,1200,  , HU,21.8N,106.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620625,1800,  , EX,23.4N,106.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011962,            VALERIE,19620626,0,  , EX,25.0N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620708,0,  , TS,19.7N,110.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620708,600,  , TS,20.0N,111.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620708,1200,  , TS,20.2N,113.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620708,1800,  , TS,20.4N,114.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620709,0,  , TS,20.6N,115.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620709,600,  , TS,20.8N,116.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620709,1200,  , TS,20.9N,117.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620709,1800,  , TS,21.0N,118.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620710,0,  , TS,21.0N,119.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620710,600,  , TS,21.0N,120.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021962,              WILLA,19620710,1200,  , TS,21.0N,121.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620816,1200,  , TS,15.0N,113.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620816,1800,  , TS,15.4N,113.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620817,0,  , TS,15.8N,114.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620817,600,  , TS,16.1N,114.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620817,1200,  , TS,16.5N,115.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620817,1800,  , TS,17.0N,116.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620818,0,  , TS,17.5N,116.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620818,600,  , TS,18.1N,117.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620818,1200,  , TS,18.7N,117.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620818,1800,  , TS,19.3N,117.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620819,0,  , TS,20.0N,118.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620819,600,  , TS,20.8N,118.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620819,1200,  , TS,21.6N,118.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620819,1800,  , TS,22.3N,118.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031962,                AVA,19620820,0,  , TS,22.9N,119.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620820,1200,  , TS,18.7N,132.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620820,1800,  , TS,18.9N,132.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620821,0,  , TS,19.0N,133.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620821,600,  , TS,19.1N,133.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620821,1200,  , TS,19.3N,134.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620821,1800,  , TS,19.5N,134.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041962,            UNNAMED,19620822,0,  , TS,19.6N,135.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620829,0,  , TS,18.0N,139.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620829,600,  , TS,18.0N,140.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620829,1200,  , TS,17.9N,142.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620829,1800,  , TS,17.8N,142.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620830,0,  , TS,17.7N,144.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620830,600,  , TD,17.6N,145.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620830,1200,  , TD,17.5N,146.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620830,1800,  , TD,17.4N,146.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620831,0,  , TD,17.3N,147.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620831,600,  , TD,17.0N,148.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620831,1200,  , TD,16.8N,149.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620831,1800,  , TD,16.7N,150.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620901,0,  , TD,16.5N,151.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620901,600,  , TD,16.4N,152.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620901,1200,  , TD,16.3N,153.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620901,1800,  , TD,16.0N,154.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051962,            UNNAMED,19620902,0,  , TD,15.8N,155.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620902,0,  , TS,19.6N,107.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620902,600,  , TS,20.2N,108.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620902,1200,  , TS,20.8N,109.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620902,1800,  , TS,21.3N,110.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620903,0,  , TS,21.7N,111.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620903,600,  , TS,22.2N,111.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620903,1200,  , TS,22.7N,112.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620903,1800,  , TS,23.0N,112.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620904,0,  , TS,23.4N,113.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620904,600,  , TS,23.8N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620904,1200,  , TS,24.1N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620904,1800,  , TS,24.3N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620905,0,  , TS,24.4N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620905,600,  , TS,24.6N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620905,1200,  , TS,24.9N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620905,1800,  , TS,25.2N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620906,0,  , TS,25.7N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061962,            BERNICE,19620906,600,  , EX,26.3N,113.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
